state,district,total,Obama,Romney,winner
AK,Alaska,220596,41.567390161199654,54.95747883007851,Romney
AL,Autauga,23909,26.57576644778117,72.63373624994772,Romney
AL,Baldwin,84988,21.566574104579463,77.3897491410552,Romney
AL,Barbour,11459,51.2522907758094,48.3375512697443,Obama
AL,Bibb,8391,26.21856751281135,73.06638064593018,Romney
AL,Blount,23980,12.347789824854045,86.49291075896579,Romney
AL,Bullock,5318,76.30688228657391,23.50507709665288,Obama
AL,Butler,9483,46.05082779711061,53.580090688600656,Romney
AL,Calhoun,46240,33.52076124567474,65.46712802768168,Romney
AL,Chambers,14562,47.06084329075677,52.16316440049443,Romney
AL,Cherokee,9761,21.780555270976333,76.7749206023973,Romney
AL,Chilton,17434,19.450499024893887,79.78662383847654,Romney
AL,Choctaw,7965,47.520401757689896,52.102950408035156,Romney
AL,Clarke,13827,45.6859767122297,53.97410862804658,Romney
AL,Clay,6640,26.65662650602409,72.31927710843374,Romney
AL,Cleburne,6302,15.407807045382418,83.60837829260551,Romney
AL,Coffee,19715,24.8490996703018,74.24803449150393,Romney
AL,Colbert,23374,39.18884230341405,59.60041071275776,Romney
AL,Conecuh,7013,50.63453586197063,48.96620561813774,Obama
AL,Coosa,5243,41.731832920083924,57.753194735838264,Romney
AL,Covington,15415,20.467077521894254,78.806357444048,Romney
AL,Crenshaw,6411,31.94509436905319,67.47777257838091,Romney
AL,Cullman,33178,14.63319066851528,84.18228946892519,Romney
AL,Dale,18551,28.478249150989164,70.64309201660288,Romney
AL,Dallas,20936,69.73156285823461,30.0152846771112,Obama
AL,DeKalb,23842,21.95705058300478,76.82241422699437,Romney
AL,Elmore,35440,25.225733634311513,73.99266365688487,Romney
AL,Escambia,14832,36.92017259978425,62.452804746494074,Romney
AL,Etowah,42490,30.105907272299362,68.49140974346906,Romney
AL,Fayette,7912,22.788169868554093,76.26390293225481,Romney
AL,Franklin,10859,29.20158393958928,69.68413297725388,Romney
AL,Geneva,11318,18.01555045060965,81.04788831949108,Romney
AL,Greene,5328,84.7222222222222,14.996246246246248,Obama
AL,Hale,8628,62.59851645804358,37.14649976819657,Obama
AL,Henry,8700,35.01149425287357,64.42528735632183,Romney
AL,Houston,41843,29.51031235810052,69.81812967521451,Romney
AL,Jackson,20555,28.299683775237174,70.16297737776696,Romney
AL,Jefferson,303424,52.6187776840329,46.60573982282219,Obama
AL,Lamar,7159,22.95013270009778,76.16985612515714,Romney
AL,Lauderdale,36908,33.87883385715834,64.76102741952964,Romney
AL,Lawrence,14079,35.904538674621776,62.89509198096457,Romney
AL,Lee,54115,39.31257507160677,59.24789799501063,Romney
AL,Limestone,35406,27.704343896514715,71.35231316725978,Romney
AL,Lowndes,7519,76.43303630801968,23.3275701556058,Obama
AL,Macon,10385,87.09677419354837,12.729898892633607,Obama
AL,Madison,154632,39.96714780899167,58.64180764654146,Romney
AL,Marengo,11509,53.4711964549483,46.233382570162476,Obama
AL,Marion,12104,18.580634500991405,80.10575016523464,Romney
AL,Marshall,32455,19.322138345401324,79.44846710830382,Romney
AL,Mobile,174189,45.01834214560047,54.289306443001564,Romney
AL,Monroe,10680,45.852059925093634,53.65168539325842,Romney
AL,Montgomery,101781,61.890726166966324,37.613110501960094,Obama
AL,Morgan,49198,27.23891215090044,71.76917760884591,Romney
AL,Perry,6065,74.78977741137676,24.79802143446001,Obama
AL,Pickens,9599,46.338160225023444,53.32847171580373,Romney
AL,Pike,14057,42.747385644163046,56.477199971544415,Romney
AL,Randolph,10391,29.602540660186698,69.47358290828603,Romney
AL,Russell,18871,55.614434847119924,43.85565152880081,Obama
AL,St. Clair,35105,16.49337701182168,82.6121635094716,Romney
AL,Shelby,92204,21.630298034792414,77.26671294087024,Romney
AL,Sumter,7025,77.15302491103203,22.56227758007117,Obama
AL,Talladega,33317,41.654410661224,57.67926283879101,Romney
AL,Tallapoosa,18668,33.49046496678809,65.90422112706236,Romney
AL,Tuscaloosa,78495,40.770749729282116,58.22409070641442,Romney
AL,Walker,28497,22.988384742253572,75.91325402673965,Romney
AL,Washington,8761,33.911653920785305,65.62036297226344,Romney
AL,Wilcox,6547,74.33939208797923,25.599511226515965,Obama
AL,Winston,9712,13.241350906095553,85.56425041186164,Romney
AR,Arkansas,6488,37.82367447595561,59.987669543773116,Romney
AR,Ashley,7915,36.07075173720784,61.47820593809222,Romney
AR,Baxter,19339,26.74388541289622,70.77925435648173,Romney
AR,Benton,77525,28.56368913253789,68.98032892615285,Romney
AR,Boone,15363,24.48740480374927,72.53140662630997,Romney
AR,Bradley,3634,39.81838194826637,58.28288387451843,Romney
AR,Calhoun,2174,30.358785648574056,67.06531738730453,Romney
AR,Carroll,10172,36.28588281557216,60.174990169091615,Romney
AR,Chicot,4361,60.74294886493925,38.293969273102505,Obama
AR,Clark,8406,45.30097549369497,51.66547704020938,Romney
AR,Clay,5110,34.01174168297456,63.11154598825832,Romney
AR,Cleburne,11643,22.48561367345186,74.64570986859056,Romney
AR,Cleveland,3266,25.87262706674832,70.82057562767913,Romney
AR,Columbia,9455,37.62030671602327,61.23744050766789,Romney
AR,Conway,7724,38.878819264629726,58.40238218539618,Romney
AR,Craighead,31207,33.168840324286215,64.22917935078668,Romney
AR,Crawford,20562,23.69419317187044,73.55801964789417,Romney
AR,Crittenden,15513,58.60890865725521,39.914910075420615,Obama
AR,Cross,6680,34.116766467065865,63.892215568862284,Romney
AR,Dallas,3083,43.36685047032112,53.97340253000324,Romney
AR,Desha,4240,55.49528301886792,42.61792452830189,Obama
AR,Drew,6626,39.6468457591307,58.6024750980984,Romney
AR,Faulkner,41322,32.81302937902328,64.50075020570156,Romney
AR,Franklin,6539,26.38018045572717,70.82122648723045,Romney
AR,Fulton,4522,32.10968597965502,65.21450685537373,Romney
AR,Garland,39241,33.936444025381626,63.7878749267348,Romney
AR,Grant,6478,22.64587835751775,74.54461253473295,Romney
AR,Greene,13754,29.067907517813,65.91537007416024,Romney
AR,Hempstead,6919,35.64098858216504,61.91646191646193,Romney
AR,Hot Spring,11239,34.02437939318445,63.05721149568468,Romney
AR,Howard,4419,33.03914912876216,64.76578411405295,Romney
AR,Independence,12390,26.46489104116223,70.41162227602905,Romney
AR,Izard,5313,29.418407679277237,67.21249764728026,Romney
AR,Jackson,5338,39.20944173847883,57.418508804795806,Romney
AR,Jefferson,27364,63.79184329776349,34.771963163280226,Obama
AR,Johnson,8064,34.53621031746032,62.56200396825397,Romney
AR,Lafayette,2928,40.06147540983606,58.46994535519126,Romney
AR,Lawrence,5537,32.2557341520679,63.843236409608096,Romney
AR,Lee,3424,61.53621495327103,37.38317757009346,Obama
AR,Lincoln,3725,38.228187919463096,59.03355704697986,Romney
AR,Little River,5051,30.726588794298163,67.01643238962582,Romney
AR,Logan,7330,27.407912687585267,69.27694406548433,Romney
AR,Lonoke,24083,23.30274467466678,74.17265290869078,Romney
AR,Madison,6567,31.962844525658607,64.90025887010812,Romney
AR,Marion,7029,28.794992175273862,67.87594252382985,Romney
AR,Miller,15329,29.473546871942073,69.29349598799661,Romney
AR,Mississippi,13349,48.280770095138216,49.43441456288861,Romney
AR,Monroe,3230,49.00928792569659,49.071207430340564,Romney
AR,Montgomery,3403,27.034969144872168,69.58565971201881,Romney
AR,Nevada,3384,38.82978723404255,58.98345153664303,Romney
AR,Newton,3661,27.123736683966133,68.50587271237367,Romney
AR,Ouachita,10303,44.89954382218771,53.537804522954474,Romney
AR,Perry,3937,30.1498602997206,65.53213106426213,Romney
AR,Phillips,7900,65.55696202531645,32.79746835443038,Obama
AR,Pike,3787,22.445207288090838,75.17824135199366,Romney
AR,Poinsett,7550,31.615894039735107,65.78807947019868,Romney
AR,Polk,7721,20.152829944307737,77.06255666364461,Romney
AR,Pope,20390,25.05149583128985,72.25600784698382,Romney
AR,Prairie,3134,27.983407785577537,68.57051691129547,Romney
AR,Pulaski,159055,54.732639652950226,43.290685611895256,Obama
AR,Randolph,5948,34.29724277067922,62.18897108271688,Romney
AR,Saint Francis,8021,57.997755890786685,40.97992768981425,Obama
AR,Saline,47059,27.34439745850953,70.0439873350475,Romney
AR,Scott,3637,24.60819356612593,72.31234533956558,Romney
AR,Searcy,3694,22.03573362208988,73.06442880346508,Romney
AR,Sebastian,43340,30.186894323950163,67.27734194739271,Romney
AR,Sevier,4328,24.07578558225509,72.43530499075786,Romney
AR,Sharp,7282,28.72837132655864,67.56385608349355,Romney
AR,Stone,5351,25.341057746215657,70.51018501214726,Romney
AR,Union,17160,36.02564102564102,62.331002331002324,Romney
AR,Van Buren,6421,28.437938015885376,67.9333437159321,Romney
AR,Washington,70231,40.062080847489,56.34264071421453,Romney
AR,White,26508,21.74815150143353,75.46778331069865,Romney
AR,Woodruff,2685,49.90689013035382,45.69832402234636,Obama
AR,Yell,5971,28.80589515993971,67.67710601239321,Romney
AZ,Apache,25465,66.10249361869232,32.193206361672885,Obama
AZ,Cochise,43776,37.05911915204678,61.088267543859644,Romney
AZ,Coconino,46746,56.29572583750482,41.432422025413935,Obama
AZ,Gila,18477,35.990691129512356,62.374844401147385,Romney
AZ,Graham,11854,30.436983296777463,68.12890163657836,Romney
AZ,Greenlee,2972,44.078061911170934,53.49932705248991,Romney
AZ,La Paz,4922,32.893132872815926,65.11580658268996,Romney
AZ,Maricopa,1187008,43.13433439370248,55.166856499703464,Romney
AZ,Mohave,65949,27.78510667333849,70.42108295804333,Romney
AZ,Navajo,35775,45.162823200559046,53.542976939203356,Romney
AZ,Pima,351817,52.149270785664136,46.31015556383006,Obama
AZ,Pinal,102139,40.5604127708319,57.71252900459179,Romney
AZ,Santa Cruz,13894,68.27407514034836,30.48078307182957,Obama
AZ,Yavapai,96790,33.70596135964459,64.45397251782211,Romney
AZ,Yuma,33935,41.329011345218795,57.4627965227641,Romney
CA,Alameda,558386,78.45665901365722,18.684207698617087,Obama
CA,Alpine,647,60.12364760432767,36.47604327666153,Obama
CA,Amador,15303,39.21453309808534,58.17813500620793,Romney
CA,Butte,70163,46.41620227185268,50.32852073029945,Romney
CA,Calaveras,18469,40.08879744436624,57.05235800530619,Romney
CA,Colusa,5865,38.32907075873828,60.034100596760425,Romney
CA,Contra Costa,351257,65.71427758023327,32.04121199008134,Obama
CA,Del Norte,7940,42.77078085642317,53.602015113350106,Romney
CA,El Dorado,85923,39.60871943484283,57.7970974011615,Romney
CA,Fresno,180244,47.63653713854554,50.56645436186504,Romney
CA,Glenn,9142,35.834609494640134,61.343250929774655,Romney
CA,Humboldt,46269,59.99049039313579,33.83042641941689,Obama
CA,Imperial,27453,63.61417695698102,34.768513459366915,Obama
CA,Inyo,6501,42.6857406552838,54.46854330103061,Romney
CA,Kern,168116,38.479383282971284,59.387565728425606,Romney
CA,Kings,30139,40.75118617074222,57.01582666976344,Romney
CA,Lake,16274,56.27995575765024,39.781246159518254,Obama
CA,Lassen,10603,28.70885598415543,68.48061869282279,Romney
CA,Los Angeles,2427869,68.87373247897642,28.815393252271853,Obama
CA,Madera,32372,39.22525639441493,58.66180649944397,Romney
CA,Marin,99286,73.97820437926799,23.514896360010475,Obama
CA,Mariposa,7805,39.46188340807175,56.80973734785394,Romney
CA,Mendocino,17928,66.20370370370371,28.608879964301646,Obama
CA,Merced,50538,51.699711108472826,46.30772883770628,Obama
CA,Modoc,3986,27.922729553437037,69.71901655795284,Romney
CA,Mono,4917,52.34899328859061,44.78340451494814,Obama
CA,Monterey,78522,65.85670258016862,31.94900792134689,Obama
CA,Napa,32332,61.746876159841655,36.02313497463813,Obama
CA,Nevada,30864,46.2059357179886,50.855365474339024,Romney
CA,Orange,1021315,44.75377332164905,53.02888922614473,Romney
CA,Placer,126325,38.88858104096576,58.94320205818325,Romney
CA,Plumas,9128,40.20595968448729,57.40578439964943,Romney
CA,Riverside,589721,48.79493862351858,49.21428946908792,Romney
CA,Sacramento,388090,56.96178721430597,40.631812208508336,Obama
CA,San Benito,14972,57.554100988511884,40.422121293080416,Obama
CA,San Bernardino,531692,51.57177463644366,46.167329957945576,Obama
CA,San Diego,928256,51.53599869001655,46.43611245173745,Obama
CA,San Francisco,321023,83.43856982209998,13.286898446528753,Obama
CA,San Joaquin,149587,53.48392574221022,44.6175135539853,Obama
CA,San Luis Obispo,117597,49.02761124858628,48.045443336139535,Obama
CA,San Mateo,211814,71.3059571133164,26.55348560529521,Obama
CA,Santa Barbara,147249,57.23570278915306,40.133379513612994,Obama
CA,Santa Clara,491687,69.80843504099154,27.730446401877607,Obama
CA,Santa Cruz,81294,75.1666789676975,21.074126011759788,Obama
CA,Shasta,54121,33.598787901184394,63.85876092459489,Romney
CA,Sierra,1779,36.64980326025857,59.35919055649242,Romney
CA,Siskiyou,17505,40.616966580976865,56.23536132533562,Romney
CA,Solano,138565,62.9487965936564,34.9034749034749,Obama
CA,Sonoma,175738,70.84637357885033,25.98527353218996,Obama
CA,Stanislaus,143620,49.16376549227128,48.425706726082716,Obama
CA,Sutter,20988,38.13607775871928,59.919954259576905,Romney
CA,Tehama,17356,34.75455174003226,62.174464162249365,Romney
CA,Trinity,5030,47.05765407554672,48.15109343936382,Romney
CA,Tulare,72832,40.07990992970123,57.92234182776801,Romney
CA,Tuolumne,23730,40.57311420143279,56.510745891276855,Romney
CA,Ventura,267907,51.55483059419874,46.25448383207606,Obama
CA,Yolo,59613,65.18041366815963,32.0064415479845,Obama
CA,Yuba,15009,38.756745952428545,58.27170364447998,Romney
CO,Adams,161495,0.32384903557385675,56.2512771293229,Romney
CO,Alamosa,6671,0.4646979463348824,56.69314945285564,Romney
CO,Arapahoe,254746,0.21982680787922088,53.16393584197593,Romney
CO,Archuleta,6646,0.34607282575985554,39.678001805597354,Romney
CO,Baca,2096,0.9064885496183206,22.041984732824424,Romney
CO,Bent,1881,0.4253056884635832,41.36097820308346,Romney
CO,Boulder,173207,0.14549065568943514,69.56127639183174,Romney
CO,Broomfield,32191,0.23609083284147744,51.73185051722531,Romney
CO,Chaffee,10217,0.3229910932759127,48.615053342468435,Romney
CO,Cheyenne,1045,0.5741626794258373,15.502392344497604,Romney
CO,Clear Creek,5610,0.23172905525846704,54.20677361853834,Romney
CO,Conejos,4027,0.2731561956791656,54.134591507325574,Romney
CO,Costilla,1804,0.7760532150776054,73.00443458980045,Romney
CO,Crowley,1502,0.5326231691078562,35.61917443408788,Romney
CO,Custer,2697,0.3337041156840935,31.96143863552095,Romney
CO,Delta,15681,0.3698743702569989,28.964989477711878,Romney
CO,Denver,285564,0.1355212841954868,73.4542869549383,Romney
CO,Dolores,1218,0.4926108374384237,27.011494252873568,Romney
CO,Douglas,150160,0.13319126265316994,36.023574853489606,Romney
CO,Eagle,22374,0.10279789040850988,56.30642710288728,Romney
CO,Elbert,13993,0.3072965053955549,25.312656328164078,Romney
CO,El Paso,275604,0.277209329327586,38.09414957692921,Romney
CO,Fremont,20258,0.4343962878862672,32.79691973541317,Romney
CO,Garfield,23695,0.2236758809875501,46.37687275796581,Romney
CO,Gilpin,3271,0.24457352491592785,56.67991439926629,Romney
CO,Grand,7961,0.2889084285893732,44.906418791609106,Romney
CO,Gunnison,7912,0.2654196157735086,57.67189079878665,Romney
CO,Hinsdale,598,0.6688963210702341,38.12709030100335,Romney
CO,Huerfano,3623,0.3312172232956114,52.35992271598123,Romney
CO,Jackson,848,0.589622641509434,25.47169811320755,Romney
CO,Jefferson,300151,0.1992330526968093,50.997331343223905,Romney
CO,Kiowa,821,0.3654080389768575,14.372716199756393,Romney
CO,Kit Carson,3525,0.3404255319148936,22.382978723404253,Romney
CO,Lake,2993,0.5345806882726362,60.37420648179085,Romney
CO,La Plata,28475,0.19315188762071994,52.899034240561896,Romney
CO,Larimer,161823,0.2527452834269541,51.354257429413614,Romney
CO,Las Animas,6532,0.22963870177587264,50.244947948560934,Romney
CO,Lincoln,2248,0.4003558718861209,23.887900355871892,Romney
CO,Logan,9030,0.4983388704318937,29.6234772978959,Romney
CO,Mesa,69033,0.267987773963177,32.5177813509481,Romney
CO,Mineral,650,0.15384615384615385,44.769230769230774,Romney
CO,Moffat,6042,0.4137702747434625,21.3670969877524,Romney
CO,Montezuma,12232,0.2697841726618705,36.674296926095494,Romney
CO,Montrose,19054,0.3831216542458276,30.71271124173402,Romney
CO,Morgan,10478,0.4867341095628937,35.89425462874594,Romney
CO,Otero,8039,0.44781689264833935,44.35875108844384,Romney
CO,Ouray,3183,0.3141690229343387,51.52371976123155,Romney
CO,Park,9054,0.5301524188204109,41.09785730064061,Romney
CO,Phillips,2265,0.17660044150110374,25.96026490066225,Romney
CO,Pitkin,9779,0.07158196134574088,67.9824112894979,Romney
CO,Prowers,4809,0.2703264711998337,31.149927219796208,Romney
CO,Pueblo,73306,0.3178457425040242,55.41701907074457,Romney
CO,Rio Blanco,3311,0.453035336756267,16.943521594684384,Romney
CO,Rio Grande,5453,0.4584632312488538,44.52594901888868,Romney
CO,Routt,13038,0.13805798435342845,56.672802577082365,Romney
CO,Saguache,2796,0.357653791130186,63.01859799713878,Romney
CO,San Juan,506,0.592885375494071,52.56916996047431,Romney
CO,San Miguel,4215,0.2846975088967972,70.2491103202847,Romney
CO,Sedgwick,1337,0.3739715781600598,31.338818249813016,Romney
CO,Summit,15038,0.13964622955180211,60.97220375049874,Romney
CO,Teller,12144,0.3293807641633729,32.065217391304344,Romney
CO,Washington,2567,0.3506038176860148,17.958706661472537,Romney
CO,Weld,112695,0.4161675318337104,42.07640090509784,Romney
CO,Yuma,4481,0.4016960499888418,21.200624860522204,Romney
CT,Andover,1647,43.95871281117183,54.88767455980571,Romney
CT,Ansonia,6967,37.26137505382518,61.3319936845127,Romney
CT,Ashford,2173,36.95352047860101,61.25172572480442,Romney
CT,Avon,11947,46.346363103708036,52.77475516866159,Romney
CT,Barkhamsted,2105,49.07363420427554,49.07363420427554,
CT,Beacon Falls,2959,54.0047313281514,43.93376140588037,Obama
CT,Berlin,10984,48.807356154406406,50.06372906045157,Romney
CT,Bethany,3190,48.15047021943574,50.6269592476489,Romney
CT,Bethel,9333,47.62670095360549,51.183970856102,Romney
CT,Bethlehem,2182,58.295142071494034,40.97158570119157,Obama
CT,Bloomfield,11891,16.188714153561516,83.399209486166,Romney
CT,Bolton,2911,49.261422191686705,49.2270697354861,Obama
CT,Bozrah,1288,47.04968944099379,50.31055900621118,Romney
CT,Branford,14262,40.78670593184687,58.20361800588978,Romney
CT,Bridgeport,37476,13.790159035115805,85.74821218913438,Romney
CT,Bridgewater,1186,54.04721753794266,44.60370994940978,Obama
CT,Bristol,24088,43.78943872467619,55.143639986715385,Romney
CT,Brookfield,8965,55.114333519241505,43.68098159509202,Obama
CT,Brooklyn,3381,46.43596569062407,51.5527950310559,Romney
CT,Burlington,5098,52.62848175755197,46.23381718320911,Obama
CT,Canaan,606,34.653465346534645,63.366336633663366,Romney
CT,Canterbury,2543,50.88478175383407,47.0703893039717,Obama
CT,Canton,5791,47.34933517527198,51.23467449490589,Romney
CT,Chaplin,1074,43.38919925512104,54.37616387337057,Romney
CT,Cheshire,14812,49.08857682959764,49.65568458007022,Romney
CT,Chester,2109,33.52299668089143,65.43385490753911,Romney
CT,Clinton,6592,44.387135922330096,54.71783980582524,Romney
CT,Colchester,7847,45.609787179813935,52.56786032878807,Romney
CT,Colebrook,856,53.97196261682243,44.39252336448598,Obama
CT,Columbia,3074,42.810670136629795,55.757970071568,Romney
CT,Cornwall,883,28.31257078142696,71.23442808607021,Romney
CT,Coventry,6285,41.702466189339695,56.29276054097056,Romney
CT,Cromwell,7348,43.454001088731616,55.29395753946653,Romney
CT,Danbury,26161,40.480103971560716,58.44577806658766,Romney
CT,Darien,9468,65.694972539079,33.607942543303764,Obama
CT,Deep River,2433,38.306617344841754,60.789149198520356,Romney
CT,Derby,4685,43.37246531483458,55.43223052294557,Romney
CT,Durham,4026,49.304520615996026,50.0,Romney
CT,Eastford,1007,46.176762661370404,46.077457795431975,Obama
CT,East Granby,2878,50.31271716469772,48.26268241834608,Obama
CT,East Haddam,4662,45.23809523809525,53.003003003002995,Romney
CT,East Hampton,6738,46.57168299198575,52.077767883645,Romney
CT,East Hartford,17417,24.527760234253893,74.63971981397485,Romney
CT,East Haven,11302,41.14316050256592,57.803928508228644,Romney
CT,East Lyme,8346,41.33716750539181,57.608435178528644,Romney
CT,Easton,4266,55.789967182372244,43.155180496952646,Obama
CT,East Windsor,5387,41.76721737516243,57.02617412288844,Romney
CT,Ellington,7606,51.19642387588746,47.30475940047331,Obama
CT,Enfield,18143,42.45714600672436,55.91688254423194,Romney
CT,Essex,3975,42.79245283018868,56.100628930817614,Romney
CT,Fairfield,29933,47.947081816055864,51.05402064610964,Romney
CT,Farmington,13780,47.96806966618287,50.88534107402032,Romney
CT,Franklin,1055,48.90995260663507,49.19431279620854,Romney
CT,Glastonbury,19166,45.96159866430137,52.88010017739747,Romney
CT,Goshen,1785,56.97478991596639,41.96078431372549,Obama
CT,Granby,6378,50.50172467858263,48.27532141737222,Obama
CT,Greenwich,25714,55.876176401960024,43.31103678929766,Obama
CT,Griswold,4846,44.69665703673133,53.26042096574496,Romney
CT,Groton,13964,38.43454597536523,60.04010312231453,Romney
CT,Guilford,12693,40.731111636334994,58.38651225084692,Romney
CT,Haddam,4646,47.99827808867842,50.4950495049505,Romney
CT,Hamden,26900,27.814126394052053,71.30483271375465,Romney
CT,Hampton,1029,40.13605442176871,58.40621963070942,Romney
CT,Hartford,34037,6.281399653318447,93.23677174839146,Romney
CT,Hartland,1208,64.40397350993378,34.271523178807946,Obama
CT,Harwinton,3244,59.3094944512947,38.84093711467325,Obama
CT,Hebron,5077,48.67047468977743,51.32952531022256,Romney
CT,Kent,1706,35.52168815943728,63.30597889800704,Romney
CT,Killingly,6026,44.025887819449046,54.0159309658148,Romney
CT,Killingworth,3816,48.21802935010482,50.34067085953878,Romney
CT,Lebanon,3619,46.559823155567855,51.89278806300083,Romney
CT,Ledyard,6900,46.5072463768116,51.65217391304348,Romney
CT,Lisbon,2050,43.414634146341456,54.87804878048782,Romney
CT,Litchfield,4632,51.87823834196891,46.43782383419689,Obama
CT,Lyme,1473,40.25797691785472,58.112695179904954,Romney
CT,Madison,10533,49.30219310737682,50.25159024019746,Romney
CT,Manchester,23869,33.35288449453266,65.21010515731703,Romney
CT,Mansfield,9363,23.421980134572248,74.13222257823348,Romney
CT,Marlborough,3509,47.534910230834996,51.04018238814477,Romney
CT,Meriden,22006,31.26420067254385,67.64518767608834,Romney
CT,Middlebury,4583,62.51363735544403,36.548112590006546,Obama
CT,Middlefield,2539,46.00236313509257,52.54037022449784,Romney
CT,Middletown,20219,30.19437163064445,68.40100895197587,Romney
CT,Milford,25476,44.987439158423605,53.650494583137075,Romney
CT,Monroe,10335,55.703918722786646,43.018867924528294,Obama
CT,Montville,7230,43.08437067773168,55.51867219917013,Romney
CT,Morris,1309,57.06646294881589,41.40565317035905,Obama
CT,Naugatuck,11918,48.72461822453432,49.69793589528445,Romney
CT,New Britain,21208,22.548095058468505,75.68370426254243,Romney
CT,New Canaan,10862,64.13183575768736,35.021174737617386,Obama
CT,New Fairfield,7699,55.69554487595792,43.16144953890116,Obama
CT,New Hartford,3881,52.976037103839204,45.323370265395525,Obama
CT,New Haven,44643,9.923168245861614,89.2973142485944,Romney
CT,Newington,14735,39.03630810994231,59.66745843230403,Romney
CT,New London,8499,19.46111307212613,78.95046476056007,Romney
CT,New Milford,13160,48.10030395136778,50.45592705167174,Romney
CT,Newtown,14575,52.082332761578044,46.80617495711835,Obama
CT,Norfolk,949,40.463645943098,58.58798735511065,Romney
CT,North Branford,6738,48.82754526565746,50.089047195013364,Romney
CT,North Canaan,1277,43.226311667971814,55.2858261550509,Romney
CT,North Haven,12502,47.912334026555754,50.999840025595894,Romney
CT,North Stonington,2723,46.97025339698862,50.78957032684538,Romney
CT,Norwalk,35499,35.981295247753465,63.013042620918895,Romney
CT,Norwich,12924,32.06437635406994,66.09408851748685,Romney
CT,Old Lyme,4561,42.92918219688664,56.14996711247533,Romney
CT,Old Saybrook,5916,46.53482082488168,52.41717376605814,Romney
CT,Orange,7895,53.27422419252692,45.6871437618746,Obama
CT,Oxford,6598,59.18460139436193,39.39072446195817,Obama
CT,Plainfield,5450,43.63302752293577,54.25688073394495,Romney
CT,Plainville,7967,41.67189657336513,57.04782226685076,Romney
CT,Plymouth,5352,50.69133034379672,47.701793721973104,Obama
CT,Pomfret,2149,47.091670544439275,51.32619823173569,Romney
CT,Portland,4875,43.917948717948725,54.646153846153844,Romney
CT,Preston,2393,49.56122022565817,48.6836606769745,Obama
CT,Prospect,5149,62.8277335404933,35.71567294620315,Obama
CT,Putnam,3421,44.05144694533762,53.75621163402514,Romney
CT,Redding,5351,46.77630349467389,52.08372266866006,Romney
CT,Ridgefield,13955,52.74095306341813,46.298817628090276,Obama
CT,Rocky Hill,9308,43.28534593897722,55.57584873227332,Romney
CT,Roxbury,1477,47.79959377115775,51.320243737305354,Romney
CT,Salem,2138,46.58559401309636,51.35640785781104,Romney
CT,Salisbury,2243,29.380294248773964,69.19304502897903,Romney
CT,Scotland,835,49.70059880239521,48.862275449101794,Obama
CT,Seymour,7186,50.514890064013365,47.96827163929864,Obama
CT,Sharon,1440,36.04166666666666,62.63888888888889,Romney
CT,Shelton,18904,54.62865002115954,44.23402454506983,Obama
CT,Sherman,2096,50.04770992366412,48.664122137404576,Obama
CT,Simsbury,13742,48.82840925629458,49.86901469946151,Romney
CT,Somers,4946,57.35948241002831,41.548726243429044,Obama
CT,Southbury,10159,55.37946648292154,43.54759326705384,Obama
CT,Southington,21462,48.700027956388034,49.981362407976896,Romney
CT,South Windsor,13659,42.272494326085365,56.431656783073436,Romney
CT,Sprague,1399,46.81915654038599,51.75125089349535,Romney
CT,Stafford,5624,44.29231863442389,53.66287339971551,Romney
CT,Stamford,47529,36.76281848976414,62.32615876622694,Romney
CT,Sterling,1399,50.82201572551825,46.81915654038599,Obama
CT,Stonington,9649,40.25287594569386,58.472380557570744,Romney
CT,Stratford,23034,40.47929148215681,58.53520882174177,Romney
CT,Suffield,7271,53.128868106175226,45.82588364736625,Obama
CT,Thomaston,3763,56.97581716715386,41.34998671272921,Obama
CT,Thompson,4050,49.20987654320986,48.814814814814824,Obama
CT,Tolland,8086,47.48948800395746,51.137768983428145,Romney
CT,Torrington,14419,50.76634995492058,47.45821485539914,Obama
CT,Trumbull,18869,52.92278340134612,46.1232709735545,Obama
CT,Union,516,48.44961240310078,49.8062015503876,Romney
CT,Vernon,12815,39.6332422941865,58.884120171673814,Romney
CT,Voluntown,1238,48.46526655896607,49.2730210016155,Romney
CT,Wallingford,21083,43.91689987193473,54.82616325949817,Romney
CT,Warren,827,49.214026602176546,48.85126964933495,Obama
CT,Washington,2082,39.577329490874156,59.414024975984624,Romney
CT,Waterbury,43804,25.21002648159985,74.18272303899187,Romney
CT,Waterford,9901,42.248257751742244,56.28724371275629,Romney
CT,Watertown,10806,60.901351101240046,37.85859707569868,Obama
CT,Westbrook,3553,45.17309316070926,53.56037151702785,Romney
CT,West Hartford,31968,32.964214214214216,65.94094094094093,Romney
CT,West Haven,20278,28.54818029391459,70.45073478646809,Romney
CT,Weston,5425,46.34101382488479,53.65898617511521,Romney
CT,Westport,15047,42.79258323918389,56.44979065594471,Romney
CT,Wethersfield,13936,43.16159586681975,55.63289322617681,Romney
CT,Willington,2830,43.85159010600706,54.34628975265017,Romney
CT,Wilton,10115,53.623331685615426,45.36826495304004,Obama
CT,Winchester,4680,51.047008547008545,47.02991452991454,Obama
CT,Windham,7875,24.685714285714287,73.87936507936506,Romney
CT,Windsor,15938,27.01091730455515,71.90990086585519,Romney
CT,Windsor Locks,5720,42.9020979020979,55.48951048951049,Romney
CT,Wolcott,8298,61.18341769100989,37.828392383706905,Obama
