,max_temp,rainfall,snowfall,bike_rides,month,holiday,weekend
2016-12-01,48,0.0001,0.001,93,12,False,False
2016-12-02,41,0.0001,0.001,74,12,False,False
2016-12-03,39,0.0001,0.001,61,12,False,True
2016-12-04,42,0.09,0.001,66,12,False,True
2016-12-05,44,0.03,0.0,92,12,False,False
2016-12-06,44,0.37,0.0,51,12,False,False
2016-12-07,43,0.0,0.0,78,12,False,False
2016-12-08,35,0.0001,0.001,64,12,False,False
2016-12-09,28,0.0001,0.001,44,12,False,False
2016-12-10,29,0.0001,0.1,40,12,False,True
2016-12-11,35,0.38,1.2,24,12,False,True
2016-12-12,43,0.27,0.0,57,12,False,False
2016-12-13,33,0.29,3.8,35,12,False,False
2016-12-14,31,0.0001,0.001,33,12,False,False
2016-12-15,19,0.0001,0.001,20,12,False,False
2016-12-16,23,0.0,0.0,21,12,False,False
2016-12-17,61,0.84,0.001,8,12,False,True
2016-12-18,62,0.76,0.1,8,12,False,True
2016-12-19,26,0.0,0.0,34,12,False,False
2016-12-20,36,0.0,0.0,37,12,False,False
2016-12-21,36,0.0,0.0,47,12,False,False
2016-12-22,41,0.0,0.0,42,12,False,False
2016-12-23,40,0.0001,0.0,36,12,False,False
2016-12-24,49,0.01,0.0,23,12,False,True
2016-12-25,39,0.0001,0.0,30,12,False,True
2016-12-26,66,0.08,0.0,40,12,True,False
2016-12-27,66,0.07,0.0,51,12,False,False
2016-12-28,41,0.0,0.0,40,12,False,False
2016-12-29,39,0.18,0.1,21,12,False,False
2016-12-30,31,0.04,0.7,17,12,False,False
2016-12-31,43,0.02,0.001,26,12,False,True
2017-01-01,44,0.01,0.0,60,1,False,True
2017-01-02,47,0.1,0.0,23,1,True,False
2017-01-03,49,0.98,0.0,19,1,False,False
2017-01-04,43,0.0001,0.001,45,1,False,False
2017-01-05,22,0.09,1.7,26,1,False,False
2017-01-06,17,0.0001,0.2,17,1,False,False
2017-01-07,17,0.0001,0.001,14,1,False,True
2017-01-08,16,0.0001,0.001,6,1,False,True
2017-01-09,28,0.0,0.0,28,1,False,False
2017-01-10,50,0.16,0.5,35,1,False,False
2017-01-11,58,0.16,0.0,47,1,False,False
2017-01-12,66,0.4,0.0,47,1,False,False
2017-01-13,36,0.0,0.0,43,1,False,False
2017-01-14,35,0.01,0.001,24,1,False,True
2017-01-15,34,0.0,0.0,27,1,False,True
2017-01-16,38,0.0001,0.0,31,1,True,False
2017-01-17,62,0.05,0.0,67,1,False,False
2017-01-18,50,0.01,0.0,67,1,False,False
2017-01-19,42,0.0001,0.0,71,1,False,False
2017-01-20,56,0.22,0.0,60,1,False,False
2017-01-21,64,0.01,0.0,305,1,False,True
2017-01-22,62,0.01,0.0,113,1,False,True
2017-01-23,50,0.77,0.3,29,1,False,False
2017-01-24,40,0.03,0.001,37,1,False,False
2017-01-25,52,0.04,0.0,73,1,False,False
2017-01-26,51,0.15,0.001,40,1,False,False
2017-01-27,32,0.06,1.3,41,1,False,False
2017-01-28,33,0.03,0.3,41,1,False,True
2017-01-29,32,0.03,0.3,32,1,False,True
2017-01-30,28,0.06,1.4,30,1,False,False
2017-01-31,39,0.16,1.5,38,1,False,False
2017-02-01,38,0.02,0.001,50,2,False,False
2017-02-02,34,0.01,0.3,60,2,False,False
2017-02-03,26,0.0001,0.001,55,2,False,False
2017-02-04,31,0.0,0.0,38,2,False,True
2017-02-05,45,0.0,0.0,49,2,False,True
2017-02-06,54,0.06,0.0,83,2,False,False
2017-02-07,63,0.45,0.0,53,2,False,False
2017-02-08,56,0.27,3.2,66,2,False,False
2017-02-09,29,0.09,2.0,15,2,False,False
2017-02-10,31,0.0001,0.001,28,2,False,False
2017-02-11,57,0.0001,0.0,86,2,False,True
2017-02-12,57,0.22,0.001,32,2,False,True
2017-02-13,39,0.01,0.2,61,2,False,False
2017-02-14,50,0.0,0.0,59,2,False,False
2017-02-15,43,0.03,0.8,48,2,False,False
2017-02-16,28,0.0001,0.2,34,2,False,False
2017-02-17,53,0.0,0.0,92,2,False,False
2017-02-18,68,0.0,0.0,408,2,False,True
2017-02-19,65,0.0,0.0,390,2,False,True
2017-02-20,61,0.0,0.0,191,2,True,False
2017-02-21,65,0.0,0.0,145,2,False,False
2017-02-22,66,0.0,0.0,152,2,False,False
2017-02-23,69,0.0001,0.0,124,2,False,False
2017-02-24,76,0.0,0.0,379,2,False,False
2017-02-25,66,0.3,0.001,96,2,False,True
2017-02-26,39,0.0001,0.001,53,2,False,True
2017-02-27,46,0.0001,0.0,58,2,False,False
2017-02-28,57,0.0,0.0,87,2,False,False
2017-03-01,61,1.13,0.0,61,3,False,False
2017-03-02,41,0.02,0.3,54,3,False,False
2017-03-03,32,0.0001,0.001,50,3,False,False
2017-03-04,33,0.0,0.0,23,3,False,True
2017-03-05,47,0.0,0.0,67,3,False,True
2017-03-06,56,0.33,0.0,59,3,False,False
2017-03-07,60,0.44,0.0,49,3,False,False
2017-03-08,56,0.0001,0.0,79,3,False,False
2017-03-09,58,0.1,0.7,120,3,False,False
2017-03-10,33,0.25,3.2,43,3,False,False
2017-03-11,26,0.0001,0.001,19,3,False,True
2017-03-12,28,0.0001,0.001,20,3,False,True
2017-03-13,41,0.0,0.0,46,3,False,False
2017-03-14,34,0.06,1.2,23,3,False,False
2017-03-15,26,0.1,1.8,18,3,False,False
2017-03-16,36,0.0001,0.001,29,3,False,False
2017-03-17,41,0.19,2.5,41,3,False,False
2017-03-18,45,0.07,0.001,45,3,False,True
2017-03-19,40,0.0,0.0,45,3,False,True
2017-03-20,51,0.0,0.0,80,3,False,False
2017-03-21,59,0.0,0.0,116,3,False,False
2017-03-22,38,0.0001,0.001,60,3,False,False
2017-03-23,50,0.0,0.0,89,3,False,False
2017-03-24,74,0.25,0.0,192,3,False,False
2017-03-25,73,0.0,0.0,447,3,False,True
2017-03-26,68,0.45,0.0,195,3,False,True
2017-03-27,68,0.22,0.0,180,3,False,False
2017-03-28,58,0.09,0.0,73,3,False,False
2017-03-29,60,0.0,0.0,142,3,False,False
2017-03-30,55,0.03,0.0,107,3,False,False
2017-03-31,54,1.29,0.0,26,3,False,False
2017-04-01,43,0.0001,0.0,55,4,False,True
2017-04-02,58,0.0,0.0,253,4,False,True
2017-04-03,69,0.04,0.0,93,4,False,False
2017-04-04,63,0.05,0.0,137,4,False,False
2017-04-05,72,0.0001,0.0,203,4,False,False
2017-04-06,58,0.48,0.0,60,4,False,False
2017-04-07,39,0.0001,0.0,58,4,False,False
2017-04-08,59,0.0,0.0,280,4,False,True
2017-04-09,73,0.0,0.0,460,4,False,True
2017-04-10,79,0.0,0.0,344,4,False,False
2017-04-11,69,0.05,0.0,140,4,False,False
2017-04-12,65,0.0,0.0,206,4,False,False
2017-04-13,59,0.0,0.0,161,4,False,False
2017-04-14,73,0.0,0.0,368,4,False,False
2017-04-15,82,0.0,0.0,462,4,False,True
2017-04-16,76,0.69,0.0,227,4,False,True
2017-04-17,69,0.04,0.0,221,4,False,False
2017-04-18,71,0.0,0.0,291,4,False,False
2017-04-19,73,0.74,0.0,164,4,False,False
2017-04-20,77,0.13,0.0,225,4,False,False
2017-04-21,68,0.0001,0.0,271,4,False,False
2017-04-22,54,0.02,0.0,251,4,False,True
2017-04-23,69,0.0,0.0,393,4,False,True
2017-04-24,64,0.0001,0.0,103,4,False,False
2017-04-25,66,0.1,0.0,95,4,False,False
2017-04-26,78,0.0,0.0,296,4,False,False
2017-04-27,81,0.53,0.0,186,4,False,False
2017-04-28,73,0.27,0.0,255,4,False,False
2017-04-29,74,0.26,0.0,169,4,False,True
2017-04-30,87,0.01,0.0,335,4,False,True
2017-05-01,81,0.68,0.0,104,5,False,False
2017-05-02,62,0.01,0.0,140,5,False,False
2017-05-03,59,0.0001,0.0,183,5,False,False
2017-05-04,66,0.15,0.0,137,5,False,False
2017-05-05,72,0.89,0.0,173,5,False,False
2017-05-06,48,0.39,0.0,41,5,False,True
2017-05-07,57,0.0001,0.0,414,5,False,True
2017-05-08,57,0.0,0.0,163,5,False,False
2017-05-09,66,0.0,0.0,223,5,False,False
2017-05-10,73,0.0,0.0,226,5,False,False
2017-05-11,58,0.41,0.0,111,5,False,False
2017-05-12,58,0.0,0.0,150,5,False,False
2017-05-13,67,0.01,0.0,248,5,False,True
2017-05-14,71,0.0,0.0,286,5,False,True
2017-05-15,71,0.0,0.0,241,5,False,False
2017-05-16,83,0.0,0.0,300,5,False,False
2017-05-17,87,0.0,0.0,283,5,False,False
2017-05-18,85,0.13,0.0,240,5,False,False
2017-05-19,83,0.0001,0.0,471,5,False,False
2017-05-20,72,0.0,0.0,420,5,False,True
2017-05-21,76,0.52,0.0,129,5,False,True
2017-05-22,67,0.1,0.0,262,5,False,False
2017-05-23,72,0.0,0.0,271,5,False,False
2017-05-24,67,0.09,0.0,159,5,False,False
2017-05-25,67,0.6,0.0,138,5,False,False
2017-05-26,68,0.3,0.0,179,5,False,False
2017-05-27,72,0.23,0.0,321,5,False,True
2017-05-28,79,0.08,0.0,695,5,False,True
2017-05-29,79,0.24,0.0,502,5,True,False
2017-05-30,78,0.02,0.0,277,5,False,False
2017-05-31,76,0.3,0.0,221,5,False,False
2017-06-01,74,0.0,0.0,334,6,False,False
2017-06-02,78,0.0,0.0,387,6,False,False
2017-06-03,80,0.0,0.0,540,6,False,True
2017-06-04,82,0.16,0.0,243,6,False,True
2017-06-05,76,0.27,0.0,212,6,False,False
2017-06-06,65,0.0001,0.0,270,6,False,False
2017-06-07,66,0.0001,0.0,291,6,False,False
2017-06-08,70,0.0,0.0,312,6,False,False
2017-06-09,78,0.0,0.0,382,6,False,False
2017-06-10,84,0.0001,0.0,517,6,False,True
2017-06-11,85,0.0,0.0,468,6,False,True
2017-06-12,88,0.0,0.0,280,6,False,False
2017-06-13,91,0.0001,0.0,195,6,False,False
2017-06-14,87,0.06,0.0,341,6,False,False
2017-06-15,85,0.4,0.0,192,6,False,False
2017-06-16,83,0.02,0.0,218,6,False,False
2017-06-17,87,0.0,0.0,414,6,False,True
2017-06-18,88,0.66,0.0,232,6,False,True
2017-06-19,79,0.68,0.0,178,6,False,False
2017-06-20,77,0.0,0.0,297,6,False,False
2017-06-21,80,0.07,0.0,305,6,False,False
2017-06-22,86,0.0,0.0,276,6,False,False
2017-06-23,76,0.81,0.0,124,6,False,False
2017-06-24,79,0.07,0.0,440,6,False,True
2017-06-25,75,0.0001,0.0,706,6,False,True
2017-06-26,73,0.0001,0.0,268,6,False,False
2017-06-27,70,0.0001,0.0,308,6,False,False
2017-06-28,75,0.0,0.0,356,6,False,False
2017-06-29,85,0.5,0.0,279,6,False,False
2017-06-30,84,0.08,0.0,301,6,False,False
2017-07-01,82,0.17,0.0,383,7,False,True
2017-07-02,84,0.0,0.0,478,7,False,True
2017-07-03,85,0.23,0.0,413,7,False,False
2017-07-04,84,0.0001,0.0,607,7,True,False
2017-07-05,88,0.0,0.0,272,7,False,False
2017-07-06,81,0.55,0.0,145,7,False,False
2017-07-07,81,0.1,0.0,215,7,False,False
2017-07-08,80,0.12,0.0,340,7,False,True
2017-07-09,78,0.0,0.0,446,7,False,True
2017-07-10,80,0.57,0.0,138,7,False,False
2017-07-11,82,0.95,0.0,166,7,False,False
2017-07-12,87,0.11,0.0,279,7,False,False
2017-07-13,77,0.26,0.0,215,7,False,False
2017-07-14,84,0.18,0.0,265,7,False,False
2017-07-15,79,0.0,0.0,595,7,False,True
2017-07-16,82,0.0,0.0,344,7,False,True
2017-07-17,85,0.0,0.0,264,7,False,False
2017-07-18,87,0.0,0.0,314,7,False,False
2017-07-19,89,0.0,0.0,251,7,False,False
2017-07-20,88,0.05,0.0,256,7,False,False
2017-07-21,87,0.0,0.0,292,7,False,False
2017-07-22,78,0.65,0.0,143,7,False,True
2017-07-23,81,0.41,0.0,247,7,False,True
2017-07-24,80,0.03,0.0,216,7,False,False
2017-07-25,76,0.0001,0.0,287,7,False,False
2017-07-26,80,0.0,0.0,323,7,False,False
2017-07-27,83,0.51,0.0,299,7,False,False
2017-07-28,81,1.17,0.0,179,7,False,False
2017-07-29,79,0.36,0.0,421,7,False,True
2017-07-30,85,0.0,0.0,881,7,False,True
2017-07-31,84,0.0,0.0,301,7,False,False
2017-08-01,84,0.0,0.0,320,8,False,False
2017-08-02,84,0.0,0.0,273,8,False,False
2017-08-03,84,0.0,0.0,263,8,False,False
2017-08-04,83,0.41,0.0,248,8,False,False
2017-08-05,74,0.0001,0.0,646,8,False,True
2017-08-06,75,0.0,0.0,362,8,False,True
2017-08-07,72,0.15,0.0,178,8,False,False
2017-08-08,76,0.0,0.0,318,8,False,False
2017-08-09,81,0.0,0.0,284,8,False,False
2017-08-10,78,0.0001,0.0,250,8,False,False
2017-08-11,81,0.16,0.0,244,8,False,False
2017-08-12,79,0.0,0.0,365,8,False,True
2017-08-13,79,0.0,0.0,368,8,False,True
2017-08-14,80,0.0,0.0,215,8,False,False
2017-08-15,85,0.0,0.0,284,8,False,False
2017-08-16,85,0.0,0.0,262,8,False,False
2017-08-17,88,0.21,0.0,207,8,False,False
2017-08-18,84,0.34,0.0,257,8,False,False
2017-08-19,85,0.66,0.0,253,8,False,True
2017-08-20,83,0.0,0.0,401,8,False,True
2017-08-21,86,0.0,0.0,258,8,False,False
2017-08-22,85,0.61,0.0,140,8,False,False
2017-08-23,76,0.0,0.0,333,8,False,False
2017-08-24,76,0.09,0.0,248,8,False,False
2017-08-25,73,0.0,0.0,311,8,False,False
2017-08-26,75,0.0,0.0,415,8,False,True
2017-08-27,78,0.0,0.0,354,8,False,True
2017-08-28,76,0.0,0.0,261,8,False,False
2017-08-29,75,0.0,0.0,232,8,False,False
2017-08-30,78,0.0,0.0,239,8,False,False
2017-08-31,77,0.0001,0.0,204,8,False,False
2017-09-01,63,0.0,0.0,232,9,False,False
2017-09-02,67,0.08,0.0,168,9,False,True
2017-09-03,73,0.01,0.0,353,9,False,True
2017-09-04,81,0.0,0.0,401,9,True,False
2017-09-05,75,0.23,0.0,161,9,False,False
2017-09-06,69,0.0001,0.0,234,9,False,False
2017-09-07,65,0.13,0.0,198,9,False,False
2017-09-08,69,0.0001,0.0,218,9,False,False
2017-09-09,68,0.0,0.0,311,9,False,True
2017-09-10,69,0.0,0.0,272,9,False,True
2017-09-11,72,0.0,0.0,246,9,False,False
2017-09-12,72,0.0001,0.0,235,9,False,False
2017-09-13,80,0.01,0.0,227,9,False,False
2017-09-14,70,0.09,0.0,188,9,False,False
2017-09-15,75,0.0,0.0,285,9,False,False
2017-09-16,81,0.0,0.0,470,9,False,True
2017-09-17,81,0.0,0.0,290,9,False,True
2017-09-18,83,0.0,0.0,230,9,False,False
2017-09-19,84,0.0,0.0,303,9,False,False
2017-09-20,84,0.0001,0.0,261,9,False,False
2017-09-21,86,0.0,0.0,258,9,False,False
2017-09-22,88,0.0,0.0,322,9,False,False
2017-09-23,89,0.0,0.0,455,9,False,True
2017-09-24,90,0.0,0.0,489,9,False,True
2017-09-25,89,0.0,0.0,241,9,False,False
2017-09-26,89,0.0,0.0,249,9,False,False
2017-09-27,91,0.0001,0.0,254,9,False,False
2017-09-28,72,0.0,0.0,279,9,False,False
2017-09-29,71,0.03,0.0,291,9,False,False
2017-09-30,64,0.0,0.0,317,9,False,True
2017-10-01,69,0.0,0.0,268,10,False,True
2017-10-02,76,0.0,0.0,228,10,False,False
2017-10-03,79,0.0,0.0,246,10,False,False
2017-10-04,81,0.0,0.0,278,10,False,False
2017-10-05,71,0.29,0.0,184,10,False,False
2017-10-06,71,0.0001,0.0,241,10,False,False
2017-10-07,82,0.0001,0.0,382,10,False,True
2017-10-08,73,0.69,0.0,217,10,False,True
2017-10-09,77,0.28,0.0,173,10,True,False
2017-10-10,80,0.0,0.0,257,10,False,False
2017-10-11,77,1.08,0.0,194,10,False,False
2017-10-12,68,0.0001,0.0,170,10,False,False
2017-10-13,74,0.0,0.0,247,10,False,False
2017-10-14,78,0.0,0.0,428,10,False,True
2017-10-15,75,0.19,0.0,223,10,False,True
2017-10-16,59,0.0001,0.0,179,10,False,False
2017-10-17,63,0.0,0.0,202,10,False,False
2017-10-18,70,0.0,0.0,195,10,False,False
2017-10-19,70,0.0,0.0,243,10,False,False
2017-10-20,73,0.0,0.0,293,10,False,False
2017-10-21,75,0.0,0.0,428,10,False,True
2017-10-22,77,0.0,0.0,350,10,False,True
2017-10-23,67,0.96,0.0,70,10,False,False
2017-10-24,59,0.03,0.0,179,10,False,False
2017-10-25,45,0.01,0.0,130,10,False,False
2017-10-26,53,0.0,0.0,164,10,False,False
2017-10-27,71,0.0,0.0,262,10,False,False
2017-10-28,57,0.38,0.0,42,10,False,True
2017-10-29,43,0.2,0.0,37,10,False,True
2017-10-30,46,0.0001,0.0,129,10,False,False
2017-10-31,45,0.0,0.0,134,10,False,False
2017-11-01,48,0.45,0.001,63,11,False,False
2017-11-02,68,0.06,0.0,172,11,False,False
2017-11-03,64,0.03,0.0,148,11,False,False
2017-11-04,61,0.0,0.0,202,11,False,True
2017-11-05,70,0.82,0.0,94,11,False,True
2017-11-06,60,0.72,0.0,106,11,False,False
2017-11-07,39,0.01,0.0,76,11,False,False
2017-11-08,50,0.0,0.0,98,11,False,False
2017-11-09,53,0.0,0.0,155,11,False,False
2017-11-10,41,0.0001,0.001,73,11,True,False
2017-11-11,37,0.0,0.0,93,11,False,True
2017-11-12,46,0.0001,0.0,79,11,False,True
2017-11-13,45,0.03,0.001,114,11,False,False
2017-11-14,44,0.0,0.0,115,11,False,False
2017-11-15,47,0.03,0.0,99,11,False,False
2017-11-16,48,0.0001,0.0,107,11,False,False
2017-11-17,43,0.0,0.0,145,11,False,False
2017-11-18,61,1.69,0.0,27,11,False,True
2017-11-19,47,0.04,0.001,30,11,False,True
2017-11-20,43,0.0,0.0,108,11,False,False
2017-11-21,56,0.0,0.0,122,11,False,False
2017-11-22,47,0.12,0.001,53,11,False,False
2017-11-23,40,0.0,0.0,22,11,True,False
2017-11-24,53,0.0,0.0,80,11,False,False
2017-11-25,56,0.0,0.0,108,11,False,True
2017-11-26,44,0.0001,0.0,60,11,False,True
2017-11-27,52,0.0,0.0,120,11,False,False
2017-11-28,64,0.0,0.0,169,11,False,False
2017-11-29,55,0.0,0.0,129,11,False,False
2017-11-30,62,0.15,0.0,88,11,False,False
2017-12-01,48,0.0,0.0,116,12,False,False
2017-12-02,46,0.0,0.0,79,12,False,True
2017-12-03,55,0.0,0.0,92,12,False,True
2017-12-04,59,0.0,0.0,116,12,False,False
2017-12-05,56,0.37,0.0,63,12,False,False
2017-12-06,44,0.0,0.0,115,12,False,False
2017-12-07,37,0.0001,0.001,85,12,False,False
2017-12-08,30,0.0,0.0,67,12,False,False
2017-12-09,37,0.01,0.2,44,12,False,True
2017-12-10,33,0.01,0.1,50,12,False,True
2017-12-11,39,0.0,0.0,71,12,False,False
2017-12-12,43,0.12,2.6,34,12,False,False
2017-12-13,26,0.08,1.7,42,12,False,False
2017-12-14,33,0.09,2.1,50,12,False,False
2017-12-15,29,0.0001,0.001,46,12,False,False
2017-12-16,44,0.01,0.2,50,12,False,True
2017-12-17,42,0.07,0.0,54,12,False,True
2017-12-18,45,0.0001,0.0,57,12,False,False
2017-12-19,55,0.01,0.0,96,12,False,False
2017-12-20,45,0.0,0.0,68,12,False,False
2017-12-21,42,0.0,0.0,83,12,False,False
2017-12-22,57,0.02,0.0,75,12,False,False
2017-12-23,55,0.47,0.1,15,12,False,True
2017-12-24,37,0.06,0.4,15,12,False,True
2017-12-25,32,0.2,1.4,7,12,True,False
2017-12-26,19,0.0001,0.001,17,12,False,False
2017-12-27,15,0.0001,0.001,18,12,False,False
2017-12-28,15,0.0,0.0,24,12,False,False
2017-12-29,19,0.02,0.3,27,12,False,False
2017-12-30,18,0.08,0.4,3,12,False,True
2017-12-31,14,0.02,0.4,9,12,False,True
